DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,PAYLOAD,SEATS,PASSENGERS,DISTANCE,AIR_TIME,AIRLINE_ID,CARRIER,CARRIER_NAME,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,ORIGIN_STATE_FIPS,ORIGIN_STATE_NM,DEST,DEST_CITY_NAME,DEST_STATE_ABR,DEST_STATE_FIPS,DEST_STATE_NM,AIRCRAFT_TYPE,AIRCRAFT_CONFIG,YEAR,QUARTER,MONTH,CLASS
37,36,782520,2736,2266,245,1499,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,638,1,2018,3,8,F
38,33,421575,1650,1529,282,1626,20427,PT,Piedmont Airlines,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,675,1,2018,3,8,F
38,37,651200,2387,1940,282,1741,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,631,1,2018,3,7,F
38,35,762310,2660,2333,290,1606,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,638,1,2018,1,3,F
39,38,811490,2888,2564,290,1852,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,638,1,2018,3,7,F
40,40,704000,2586,2055,175,1458,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,3,8,F
40,38,1486900,5700,4295,290,1757,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,694,1,2018,1,1,F
41,39,836280,2964,2520,245,1754,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,638,1,2018,2,5,F
41,41,1615500,6150,5239,331,2351,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,2,5,F
41,41,758500,2870,2637,322,2271,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,4,10,F
41,39,686400,2507,1925,322,2107,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,1,1,F
42,42,1644300,6300,4877,290,1862,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,694,1,2018,1,2,F
42,39,939900,1950,1446,239,1745,20046,ZW,Air Wisconsin Airlines Corp,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,1,2,F
43,41,721600,2641,2113,245,1765,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,631,1,2018,1,3,F
43,42,513800,2100,1183,227,1769,20397,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,2,4,F
43,41,890440,3116,2056,245,1737,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,638,1,2018,3,9,F
44,44,1720500,6600,5880,257,1933,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,694,1,2018,3,8,F
44,44,1565094,5632,4199,224,1782,19977,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,698,1,2018,3,8,F
44,43,1557200,5504,5005,257,1824,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,698,1,2018,1,1,F
44,44,538560,2200,1477,323,2347,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,4,F
45,42,917700,3192,2214,227,1803,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,3,7,F
45,44,959332,3344,2558,227,1912,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,2,6,F
45,45,981135,3420,2526,227,1985,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,2,4,F
46,45,792000,2917,2333,322,2403,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,4,10,F
47,47,1030020,3572,2878,282,2286,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,638,1,2018,2,4,F
47,47,869500,3290,2995,322,2527,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,3,8,F
47,45,792000,2909,2012,290,2198,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,631,1,2018,3,9,F
47,41,501760,2050,1429,227,1992,20397,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,3,9,F
47,42,739200,2704,2359,175,1426,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,1,1,F
48,44,330000,2200,175,239,1794,21477,1AQ,Via Airlines d/b/a Charter Air Transport,CLT,"Charlotte, NC",NC,37,North Carolina,SHD,"Staunton, VA",VA,51,Virginia,675,1,2018,1,2,F
49,48,484320,2112,1942,245,2087,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,2,6,F
49,49,1774300,6272,5788,257,2050,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,698,1,2018,1,2,F
50,50,1090150,3800,2279,227,2067,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,1,2,F
50,44,961400,3344,2134,227,1929,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,3,9,F
50,49,612000,2450,1418,284,2626,20046,ZW,Air Wisconsin Airlines Corp,FAY,"Fayetteville, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,4,F
50,50,611800,2500,1573,248,2416,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,2,4,F
52,51,514590,2244,1994,245,2120,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,2,4,F
52,51,2053000,8232,5669,257,2204,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,614,1,2018,4,10,F
52,52,915200,3362,2874,290,2544,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,631,1,2018,3,7,F
52,52,1136200,3952,2549,227,2288,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,3,8,F
52,48,587320,2400,1645,227,2120,20397,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,1,3,F
52,52,1136200,3952,2685,227,2282,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,2,5,F
53,51,1106280,3876,3132,245,2143,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,638,1,2018,1,2,F
54,53,1158050,4028,2942,227,2304,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,4,10,F
54,53,932800,3439,2878,290,2470,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,631,1,2018,4,10,F
54,48,484320,2112,1721,245,1976,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,3,9,F
54,45,337500,2250,204,239,1782,21477,1AQ,Via Airlines d/b/a Charter Air Transport,CLT,"Charlotte, NC",NC,37,North Carolina,SHD,"Staunton, VA",VA,51,Virginia,675,1,2018,1,1,F
54,36,270000,1800,151,239,1464,21477,1AQ,Via Airlines d/b/a Charter Air Transport,CLT,"Charlotte, NC",NC,37,North Carolina,SHD,"Staunton, VA",VA,51,Virginia,675,1,2018,1,3,F
55,55,1990300,7040,6077,290,2431,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,698,1,2018,2,4,F
55,55,672760,2750,2334,175,2038,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,629,1,2018,2,5,F
55,46,809600,2966,2425,282,2208,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,631,1,2018,2,6,F
55,54,950400,3488,2956,290,2586,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,631,1,2018,3,8,F
55,52,1136200,3952,2694,322,2782,20452,YX,Republic Airline,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,673,1,2018,3,9,F
55,53,932800,3401,2844,175,1776,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,1,2,F
56,49,599600,2450,1579,282,2395,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,629,1,2018,1,1,F
56,55,968000,3541,3013,322,2955,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,3,8,F
56,56,1000160,4256,4026,322,3147,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,673,1,2018,2,6,F
56,56,565040,2464,2144,245,2379,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,3,7,F
57,57,2227400,8550,7398,331,3085,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,2,4,F
57,56,985600,3602,3209,282,2734,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,631,1,2018,2,5,F
57,57,1003200,3679,3014,245,2466,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,631,1,2018,3,7,F
57,57,2223200,8550,7557,257,2445,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,694,1,2018,4,10,F
57,56,565040,2464,2163,245,2299,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,4,10,F
57,57,1234410,4332,3727,290,2657,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,638,1,2018,1,2,F
58,55,702625,2750,1606,284,2883,20445,C5,"Commutair Aka Champlain Enterprises, Inc.",FAY,"Fayetteville, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,675,1,2018,1,3,F
58,57,2222600,8550,6240,257,2559,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,694,1,2018,3,9,F
58,56,565040,2464,2211,245,2369,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,3,8,F
58,56,985600,3632,2545,175,1935,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,3,9,F
59,59,1091500,4130,4019,224,2637,20378,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,2,5,F
59,59,2138800,7552,6873,257,2511,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,698,1,2018,1,3,F
59,59,1038400,3791,3127,175,2152,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,2,5,F
59,59,2101811,7552,6472,224,2458,19977,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,698,1,2018,4,10,F
59,56,622608,2800,1841,227,2460,20237,AX,Trans States Airlines,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,675,1,2018,3,9,F
59,58,2268100,8700,7643,331,3303,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,2,6,F
59,57,728175,2850,2423,245,2397,20427,PT,Piedmont Airlines,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,675,1,2018,4,10,F
59,58,1020800,3764,3137,175,1955,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,4,10,F
60,46,563040,2300,1405,323,2419,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,3,9,F
60,60,1110000,4200,3701,322,3331,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,3,7,F
60,59,595310,2596,2367,245,2585,20398,MQ,Envoy Air,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,676,1,2018,2,5,F
60,53,1153570,4028,3513,290,2497,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,638,1,2018,2,6,F
60,53,1277300,2650,2261,323,2849,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,6,F
61,61,746640,3050,2434,239,2793,20046,ZW,Air Wisconsin Airlines Corp,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,3,7,F
61,60,746640,3000,1948,284,3139,20046,ZW,Air Wisconsin Airlines Corp,FAY,"Fayetteville, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,5,F
61,54,950400,3480,2815,245,2363,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,631,1,2018,2,6,F
61,61,1128500,4270,3900,322,3298,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,2,6,F
61,59,2083859,7552,5065,224,2330,19977,UA,United Air Lines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,698,1,2018,3,9,F
61,59,753725,2950,1673,284,2961,20445,C5,"Commutair Aka Champlain Enterprises, Inc.",FAY,"Fayetteville, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,675,1,2018,1,1,F
61,61,2402900,9150,7041,331,3262,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,1,2,F
62,61,1332850,4636,3717,322,3251,20452,YX,Republic Airline,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,673,1,2018,4,10,F
62,61,758880,3050,2456,323,3329,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,3,8,F
62,62,1147000,4340,4032,224,2602,20378,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,3,8,F
62,62,758880,3100,2118,323,3404,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,4,10,F
62,62,758880,3100,2626,323,3354,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,3,7,F
62,62,1107320,4712,4274,322,3612,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,673,1,2018,3,7,F
62,58,758880,2900,2194,323,3213,20046,ZW,Air Wisconsin Airlines Corp,ILM,"Wilmington, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,5,F
63,62,1091200,3988,3344,322,3427,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,3,7,F
63,58,667000,2784,2051,175,2470,20427,PT,Piedmont Airlines,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,484,1,2018,1,2,F
63,54,689850,2700,2102,282,2616,20427,PT,Piedmont Airlines,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,675,1,2018,3,9,F
64,61,1073600,3893,3421,245,2518,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,631,1,2018,1,2,F
64,64,2490800,9600,8270,331,3582,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,3,7,F
64,63,770760,3150,2693,175,2177,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,629,1,2018,3,8,F
64,63,770800,3150,2677,175,2210,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,629,1,2018,3,7,F
64,64,1184000,4480,4325,224,2658,20378,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,2,4,F
64,61,2406300,9150,7967,331,3352,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,1,3,F
65,65,1202500,4550,4378,224,2732,20378,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,1,3,F
65,63,1355670,4788,4201,257,2838,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,RIC,"Richmond, VA",VA,51,Virginia,638,1,2018,4,10,F
66,62,1091200,3974,3255,282,2965,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,631,1,2018,1,1,F
66,61,746360,3050,1571,248,2833,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,1,1,F
66,68,1197480,4760,2651,227,2887,20500,G7,GoJet Airlines LLC d/b/a United Express,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,631,1,2018,3,9,F
66,66,807360,3300,2804,282,3331,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,629,1,2018,2,5,F
66,66,1590600,3300,2588,239,2994,20046,ZW,Air Wisconsin Airlines Corp,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,6,F
68,57,1220670,4332,3854,290,2630,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,ORF,"Norfolk, VA",VA,51,Virginia,638,1,2018,1,1,F
69,61,746280,3050,2555,282,3071,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,PHF,"Newport News/Williamsburg, VA",VA,51,Virginia,629,1,2018,3,9,F
69,69,1276500,4830,4516,224,2904,20378,YV,Mesa Airlines Inc.,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,1,2,F
70,64,783160,3200,2040,248,3096,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,1,2,F
71,64,783040,3200,2237,248,3067,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,2,5,F
71,69,767142,3450,2481,227,3142,20237,AX,Trans States Airlines,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,675,1,2018,2,4,F
71,65,722670,3250,2095,227,2802,20237,AX,Trans States Airlines,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,675,1,2018,1,1,F
72,72,881280,3600,2489,239,3364,20046,ZW,Air Wisconsin Airlines Corp,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,3,8,F
72,71,868680,3550,1974,248,3395,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,3,9,F
72,72,800496,3600,2618,227,3140,20237,AX,Trans States Airlines,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,675,1,2018,1,2,F
72,72,1285920,5472,4761,322,4005,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,673,1,2018,3,8,F
73,71,2804500,10650,7764,331,3774,19805,AA,American Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,694,1,2018,1,1,F
73,70,894250,3500,2798,175,2312,20427,PT,Piedmont Airlines,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,675,1,2018,3,8,F
73,66,1438998,5016,2926,227,2770,20452,YX,Republic Airline,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,673,1,2018,1,1,F
74,71,868680,3550,2198,248,3453,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,3,7,F
74,58,709480,2900,1802,248,2813,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,2,6,F
75,75,1320000,4845,3999,245,3276,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,631,1,2018,3,8,F
76,65,795600,3250,2052,284,3313,20046,ZW,Air Wisconsin Airlines Corp,FAY,"Fayetteville, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,3,9,F
76,74,905240,3700,2641,248,3721,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,4,10,F
76,76,1406000,5320,3544,322,3997,20378,YV,Mesa Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,631,1,2018,1,2,F
76,75,930240,3750,2794,239,3283,20046,ZW,Air Wisconsin Airlines Corp,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,IAD,"Washington, DC",VA,51,Virginia,629,1,2018,2,4,F
77,73,1571510,5548,4562,245,3135,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,CHO,"Charlottesville, VA",VA,51,Virginia,638,1,2018,1,3,F
78,85,1496850,5950,4391,227,3614,20500,G7,GoJet Airlines LLC d/b/a United Express,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,631,1,2018,4,10,F
78,76,929640,3800,2506,175,2594,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,629,1,2018,3,9,F
78,73,811614,3650,2592,227,3292,20237,AX,Trans States Airlines,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,675,1,2018,1,3,F
78,68,831840,3400,1991,248,3240,20397,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC",NC,37,North Carolina,DCA,"Washington, DC",VA,51,Virginia,629,1,2018,1,3,F
78,77,1355200,4967,3876,175,2650,20397,OH,PSA Airlines Inc.,CLT,"Charlotte, NC",NC,37,North Carolina,LYH,"Lynchburg, VA",VA,51,Virginia,631,1,2018,2,4,F
